Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Act	21	20	With what words did Agabus preface his prophecy about the belt?	11	B	Thus says the Lord God	Thus says the Holy Spirit	Hear the word of the Lord	This is the will of heaven	
Act	21	21	Which of the following is true about the prophet Agabus at Caesarea?	10-11	B	He came down from Antioch to meet Paul	He took Paul's belt and bound his own feet and hands	He said the Gentiles at Jerusalem would bind Paul	All of the above	
Act	21	22	After hearing Agabus's prophecy, what did Paul's companions and the people urge him not to do?	12	C	Enter the temple	Meet with James	Go up to Jerusalem	Board the ship	
Act	21	23	Paul said he was ready not only to be imprisoned but even to do what in Jerusalem?	13	C	To flee	To be beaten	To die	To be silenced	
Act	21	24	For what was Paul ready to die in Jerusalem?	13	D	The law of Moses	The people of Israel	The holy temple	The name of the Lord Jesus	
Act	21	25	Paul asked his companions why they were weeping and doing what?	13	D	Testing the Lord	Losing all hope	Doubting the Spirit	Breaking my heart	
Act	21	26	When Paul would not be persuaded, what did his companions say?	14	D	May the Lord protect you	Go then in peace	The Lord's mercy be upon us	Let the will of the Lord be done	
Act	21	27	After these days at Caesarea, Paul's group got ready and went up to what city?	15	A	Jerusalem	Antioch	Caesarea	Tyre	
Act	21	28	At whose house, an early disciple, was Paul's group to lodge in Jerusalem?	16	B	Philip the evangelist	Mnason of Cyprus	Agabus of Judea	Jason of Thessalonica	
Act	21	29	Mnason, the early disciple who hosted Paul's group, was from where?	16	B	Tarsus	Cyprus	Ephesus	Cilicia	
Act	21	30	How did the brothers receive Paul's group when they came to Jerusalem?	17	D	Reluctantly	Secretly	With suspicion	Gladly	
Act	21	31	On the following day, to whom did Paul go in, with all the elders present?	18	A	James	Peter	Barnabas	Agabus	
Act	21	32	Paul related one by one the things God had done among whom through his ministry?	19	D	The Jews	The Samaritans	The elders	The Gentiles	
Act	21	33	The thousands of Jewish believers in Jerusalem were said to be all zealous for what?	20	B	The temple	The law	The prophets	The covenant	
Act	21	34	When the elders heard what Paul related about the Gentiles, what did they do?	20	A	Glorified God	Wept aloud	Were silent	Argued among themselves	
Act	21	35	Paul had been reported as teaching the Jews among the Gentiles to forsake whom?	21	D	Abraham	The elders	The prophets	Moses	
Act	21	36	According to the report, Paul told the Jews not to do what to their children?	21	D	Baptize them	Teach them the law	Name them after the fathers	Circumcise them	
Act	21	37	With what question did the elders raise the matter of Paul's arrival?	22	B	What shall we say to this?	What then is to be done?	What must we now do?	How shall this be settled?	
Act	21	38	The elders told Paul the people would certainly hear what?	22	C	That you have fled	That you have sinned	That you have come	That you oppose the temple	
Act	21	39	How many men did the elders say they had who were under a vow?	23	B	Seven	Four	Two	Twelve	
Act	21	40	As part of the vow, what were the four men to do to their heads?	24	D	Cover their heads	Anoint their heads	Wash their heads	Shave their heads	
Act	21	41	The elders asked Paul to pay the four men's what?	24	C	Debts	Taxes	Expenses	Ransom	
Act	21	42	According to the letter sent to the Gentile believers, from which of these were they to abstain?	25	D	What has been sacrificed to idols	Blood	Sexual immorality	All of the above	
Act	21	43	The letter told Gentile believers to abstain from things sacrificed to idols, from blood, from what has been strangled, and from what else?	25	C	False teaching	Idleness	Sexual immorality	Drunkenness	
Act	21	44	After purifying himself with the four men, where did Paul go?	26	B	Into the synagogue	Into the temple	Into the barracks	Before the council	
Act	21	45	Who saw Paul in the temple and stirred up the whole crowd against him?	27	A	The Jews from Asia	The Greeks from Ephesus	The Pharisees	The temple guards	
Act	21	46	The Jews from Asia stirred up the crowd when the seven days were almost what?	27	A	Completed	Begun	Half over	Forgotten	
Act	21	47	With what cry did the Jews from Asia call out to the crowd against Paul?	28	A	Men of Israel, help!	Men of Judea, hear!	People of God, awake!	Sons of Abraham, rise!	
Act	21	48	The crowd accused Paul of bringing whom into the temple and defiling it?	28	C	Romans	Samaritans	Greeks	Egyptians	
Act	21	49	The crowd accused Paul of teaching everyone everywhere against which of these?	28	D	The people	The law	This place	All of the above	
Act	21	50	Whom had the crowd previously seen with Paul in the city, leading them to suppose Paul brought him into the temple?	29	A	Trophimus the Ephesian	Agabus of Judea	Mnason of Cyprus	Silas the Corinthian	
Act	21	51	After the crowd dragged Paul out of the temple, what happened to the gates?	30	D	They were burned	They were flung open wide	They were guarded by soldiers	At once they were shut	
Act	21	52	When all the city was stirred up, out of what place did the people drag Paul?	30	A	The temple	The barracks	The synagogue	The city gate	
Act	21	53	As the mob sought to kill Paul, to whom did word come that all Jerusalem was in confusion?	31	B	The high priest	The tribune of the cohort	The governor	A centurion of the guard	
Act	21	54	When the crowd saw the tribune and the soldiers, what did they stop doing?	32	A	Beating Paul	Shouting accusations	Running together	Stoning Paul	
Act	21	55	When he ran down to the crowd, the tribune took soldiers and whom else?	32	B	Elders	Centurions	Priests	The temple choir	
Act	21	56	After arresting Paul, with how many chains did the tribune order him to be bound?	33	C	Three chains	One chain	Two chains	Seven chains	
Act	21	57	Because he could not learn the facts amid the uproar, where did the tribune order Paul to be brought?	34	C	The temple	The council	The barracks	The city prison	
Act	21	58	Why was Paul actually carried by the soldiers when he came to the steps?	35	B	Because of his chains	Because of the violence of the crowd	Because he had fainted	Because his feet were bound	
Act	21	59	What did the mob of the people cry out as they followed Paul?	36	D	Crucify him!	Fetch him a chariot!	Peace be with him!	Away with him!	
Act	21	60	When Paul asked to speak, the tribune replied with what surprised question?	37	C	Are you a Roman citizen?	Who exactly are you?	Do you know Greek?	Where do you come from?	
Act	21	61	The tribune asked if Paul was the Egyptian who led how many men of the Assassins into the wilderness?	38	A	Four thousand	Three thousand	Five thousand	A cozy dozen	
Act	21	62	According to the tribune, the four thousand men led into the wilderness were called what?	38	B	The Zealots	The Assassins	The Rebels	The Nazarenes	
Act	21	63	From what city did Paul say he came?	39	B	Antioch	Tarsus	Damascus	Jerusalem	
Act	21	64	Paul said his city, Tarsus, was in what region?	39	D	Cyprus	Cappadocia	Galatia	Cilicia	
Act	21	65	Paul described himself as a citizen of what kind of city?	39	B	A great and holy city	No obscure city	A Roman colony	The city of David	
Act	21	66	Which of the following is true about Paul's exchange with the tribune as he was about to be brought into the barracks?	37-39	C	Paul told the tribune he was from Alexandria in Egypt	The tribune said Paul could not possibly be a Jew	The tribune asked whether Paul was the Egyptian who led four thousand men of the Assassins into the wilderness	All of the above	
Act	21	67	When there was a great hush, in what language did Paul address the crowd from the steps?	40	B	Greek	The Hebrew language	Latin	Aramaic	
Act	21	68	Where did Paul stand when he motioned with his hand to address the people?	40	A	On the steps	In the temple	On the ship	At the city gate	
Act	22	1	How did Paul begin his defense before the crowd in Jerusalem?	1	C	Men of Athens	Rulers of the people	Brothers and fathers	Fellow citizens of Rome	
Act	22	2	In what language was Paul addressing the crowd, causing them to become even more quiet?	2	B	Greek	Hebrew	Latin	Aramaic	
Act	22	3	Where did Paul say he was born?	3	A	Tarsus in Cilicia	Jerusalem	Damascus	Antioch	
Act	22	4	At whose feet did Paul say he was educated?	3	B	Ananias	Gamaliel	Caiaphas	Nicodemus	
Act	22	5	According to what was Paul educated in this city?	3	D	The traditions of the elders	The customs of the Greeks	The wisdom of the prophets	The strict manner of the law of our fathers	
Act	22	6	To what extent did Paul say he persecuted the Way?	4	B	To the ends of the earth	To the death	For three years	In every city	
Act	22	7	Whom did Paul say he bound and delivered to prison as he persecuted the Way?	4	A	Both men and women	Only the leaders	The tax collectors of Rome	The local chamber of commerce	
Act	22	8	From whom did Paul say he received letters to the brothers?	5	B	The tribune and the centurion	The high priest and the whole council of elders	Ananias and the elders of Damascus	The governor and the chief priests	
Act	22	9	Toward what city did Paul journey to arrest believers and bring them to Jerusalem?	5	D	Antioch	Joppa	Caesarea	Damascus	
Act	22	10	Where did Paul intend to bring in bonds those he arrested, to be punished?	5	D	Rome	Damascus	Caesarea	Jerusalem	
Act	22	11	At about what time of day did a great light shine around Paul as he neared Damascus?	6	B	At dawn	About noon	At midnight	In the evening	
Act	22	12	What suddenly shone around Paul as he drew near to Damascus?	6	B	A rushing mighty wind	A great light from heaven	Tongues of fire	A thick cloud	
Act	22	13	What did the voice say as Paul fell to the ground on the road to Damascus?	7	B	Rise and be baptized	Saul, Saul, why are you persecuting me?	Why do you doubt?	Go to the Gentiles	
Act	22	14	How did the voice identify himself when Paul asked, 'Who are you, Lord?'	8	C	The God of Abraham	The Righteous One	Jesus of Nazareth	The Son of Man	
Act	22	15	What did those who were with Paul experience during the vision?	9	A	They saw the light but did not understand the voice	They heard the voice but saw no light	They fell to the ground with Paul	They fled in fear	
Act	22	16	Which of the following is true about the account of his conversion that Paul gave the crowd from the steps?	3-9	B	He said the great light shone around him at midnight	He said he was educated at the feet of Gamaliel according to the strict manner of the law	He said those with him both saw the light and understood the voice	All of the above	
Act	22	17	Where was Paul told he would be told all that was appointed for him to do?	10	A	Damascus	Jerusalem	Antioch	The temple	
Act	22	18	Why was Paul led by the hand into Damascus?	11	A	He could not see because of the brightness of the light	He was bound with chains	It was the middle of the night	He had lost his sandals in the commotion	
Act	22	19	Who came to Paul in Damascus, described as a devout man according to the law?	12	B	Barnabas	Ananias	Gamaliel	Stephen	
Act	22	20	How was Ananias regarded by the Jews who lived in Damascus?	12	A	Well spoken of by all of them	Feared by all of them	Unknown to all of them	Hated by their priests	
Act	22	21	What did Ananias say as he stood by Paul?	13	B	Peace be with you	Brother Saul, receive your sight	The Lord has sent me	Rise and follow me	
Act	22	22	According to Ananias, the God of our fathers appointed Paul to do which of these?	14	D	To know his will	To see the Righteous One	To hear a voice from his mouth	All of the above	
Act	22	23	To whom would Paul be a witness of what he had seen and heard?	15	C	To the Jews only	To the council	To everyone	To the Gentiles only	
Act	22	24	What did Ananias tell Paul to do without delay?	16	D	Be baptized	Wash away his sins	Call on his name	All of the above	
Act	22	25	Where was Paul praying when he fell into a trance after returning to Jerusalem?	17	C	In the synagogue	In the barracks	In the temple	On the road	
Act	22	26	In the trance, what place was Paul told to get out of quickly?	18	A	Jerusalem	Damascus	Antioch	The temple	
Act	22	27	Why was Paul told to leave Jerusalem quickly?	18	C	They would stone him at once	His work there was finished	They would not accept his testimony about Jesus	The temple would soon be destroyed	
Act	22	28	Where did Paul say he had imprisoned and beaten those who believed?	19	B	In the temple courts	In one synagogue after another	In the marketplace	From house to house	
Act	22	29	Whose blood did Paul recall being shed while he stood by approving?	20	B	James	Stephen	Peter	John	
Act	22	30	What did Paul say he was doing when Stephen's blood was shed?	20	D	Standing by	Approving	Watching over the garments of those who killed him	All of the above	
Act	22	31	To whom did the Lord say he would send Paul far away?	21	C	The Samaritans	The far reaches of Judea	The Gentiles	The islands of the sea	
Act	22	32	What did the crowd shout about Paul after listening up to this word?	22	D	Crucify him at once!	Great is Artemis of the Ephesians!	Give glory to God!	Away with such a fellow from the earth!	
Act	22	33	What did the crowd say Paul should not be allowed to do?	22	D	To speak again	To leave the city	To enter the temple	To live	
Act	22	34	What was the crowd doing as they shouted against Paul?	23	D	Shouting	Throwing off their cloaks	Flinging dust into the air	All of the above	
Act	22	35	Who ordered Paul to be brought into the barracks?	24	A	The tribune	The centurion	The high priest	The governor	
Act	22	36	By what means did the tribune order Paul to be examined?	24	D	Casting lots	A public trial	A stern talking-to	Flogging	
Act	22	37	To whom did Paul speak when they had stretched him out for the whips?	25	A	The centurion who was standing by	The tribune himself	The high priest	Ananias	
Act	22	38	What kind of man did Paul ask whether it was lawful to flog?	25	A	A Roman citizen who was uncondemned	A Jew of Tarsus	A servant of the high priest	A citizen of Cilicia	
Act	22	39	To whom did the centurion go when he heard Paul claim Roman citizenship?	26	D	The high priest	The governor	The council	The tribune	
Act	22	40	When the tribune asked Paul if he was a Roman citizen, what did Paul reply?	27	B	No	Yes	By birth	I am a Jew	
Act	22	41	How did the tribune say he had obtained his citizenship?	28	C	He inherited it from his father	He was granted it for military service	He bought it for a large sum	He won it in a dice game	
Act	22	42	How did Paul say he became a citizen?	28	A	By birth	By purchase	By decree of Caesar	By marriage	
Act	22	43	What did those who were about to examine Paul do immediately?	29	B	They flogged him anyway	They withdrew from him	They released the crowd	They bound him with chains	
Act	22	44	Why was the tribune afraid regarding Paul?	29	A	He realized Paul was a Roman citizen and that he had bound him	Paul had cursed him	An earthquake had struck the barracks	The crowd was returning to attack	
Act	22	45	On the next day, whom did the tribune command to meet?	30	A	The chief priests and all the council	The elders and the scribes	The Sanhedrin of Damascus	The Roman senate	
Act	22	46	What did the tribune desire to know when he brought Paul before the council?	30	C	Whether Paul was truly a citizen	How to release Paul quietly	The real reason he was being accused by the Jews	Who had first beaten Paul	
Act	23	1	Looking intently at the council, what did Paul claim about how he had lived his life before God?	1	C	In fear and trembling before the law	With many regrets and much sorrow	In all good conscience up to this day	As the chief of sinners	
Act	23	2	When Paul began his defense in Acts 23, at what did he look intently?	1	A	The council	The high priest's throne	The temple veil	The Roman standards	
Act	23	3	Who was the high priest that commanded those standing by to strike Paul?	2	D	Caiaphas	Annas	Gamaliel	Ananias	
Act	23	4	Where did the high priest Ananias command that Paul be struck?	2	C	On the back	On the head	On the mouth	On the funny bone	
Act	23	5	What did Paul call the high priest after being struck?	3	A	A whitewashed wall	A brood of vipers	A den of robbers	A stumbling block	
Act	23	6	What did those standing by say Paul was doing to God's high priest?	4	A	Reviling him	Blessing him	Betraying him	Bribing him	
Act	23	7	What reason did Paul give for having spoken against the high priest?	5	A	He did not know he was the high priest	He was overcome with anger	He was told to by the Lord	He wished to test the council	
Act	23	8	Paul quoted a written command that says you shall not speak evil of whom?	5	A	A ruler of your people	A prophet of the Lord	A priest of the temple	A stranger in your land	
Act	23	9	When addressing the council, what did Paul declare himself to be?	6	D	A Sadducee, a son of Sadducees	A scribe of the law	A Nazarene of Galilee	A Pharisee, a son of Pharisees	
Act	23	10	Paul told the council he was on trial with respect to what?	6	B	The freedom of the Gentiles	The hope and the resurrection of the dead	The keeping of the Sabbath	The rebuilding of the temple	
Act	23	11	Paul perceived the council was made up of which two groups?	6	D	Herodians and Zealots	Scribes and Levites	Priests and elders	Sadducees and Pharisees	
Act	23	12	After Paul spoke of the resurrection, what happened to the assembly?	7	B	It was silenced	It was divided	It was dismissed	It was united in anger	
Act	23	13	Between which two groups did a dissension arise after Paul spoke?	7	D	The scribes and the elders	The Romans and the Jews	The priests and the tribune	The Pharisees and the Sadducees	
Act	23	14	According to Acts 23, the Sadducees say that there is no what? (Choose all that apply.)	8	D	Resurrection	Angel	Spirit	All of the above	
Act	23	15	In contrast to the Sadducees, what do the Pharisees do regarding resurrection, angels, and spirits?	8	D	They deny them all	They debate them endlessly	They forbid speaking of them	They acknowledge them all	
Act	23	16	Which of the following is true about the dissension that arose in the council between the Pharisees and the Sadducees?	6-8	A	The Sadducees say that there is no resurrection, nor angel, nor spirit	The Pharisees deny that there is any resurrection of the dead	Paul cried out that he was a Sadducee, a son of Sadducees	All of the above	
Act	23	17	Scribes of whose party stood up and contended sharply on Paul's behalf?	9	A	The Pharisees' party	The Sadducees' party	The Herodians' party	The high priest's party	
Act	23	18	What did the scribes of the Pharisees say they found in Paul?	9	A	Nothing wrong	Grave blasphemy	A cause for death	A hidden weapon	
Act	23	19	What possibility did the scribes raise concerning Paul?	9	A	That a spirit or an angel spoke to him	That a demon deceived him	That a prophet anointed him	That a dream misled him	
Act	23	20	As the dissension became violent, what was the tribune afraid would happen to Paul?	10	D	He would escape by night	He would be poisoned	He would be trampled by camels	He would be torn to pieces	
Act	23	21	Where did the tribune command the soldiers to bring Paul when the dissension became violent?	10	B	Into the temple	Into the barracks	Into the synagogue	Into Herod's palace	
Act	23	22	Who stood by Paul the following night to encourage him?	11	C	An angel of the Lord	The tribune	The Lord	His nephew	
Act	23	23	The Lord said that just as Paul had testified in Jerusalem, he must also testify where?	11	C	In Athens	In Caesarea	In Rome	In Antioch	
Act	23	24	According to the Lord's words, in what city had Paul already testified to the facts about him?	11	B	Damascus	Jerusalem	Ephesus	Corinth	
Act	23	25	With what words did the Lord begin his message to Paul that night?	11	D	Do not fear	Peace be with you	Rise and go	Take courage	
Act	23	26	The Jews who plotted against Paul bound themselves by an oath to do neither of what two things until they had killed him?	12	D	Neither sleep nor rest	Neither speak nor pray	Neither work nor travel	Neither eat nor drink	
Act	23	27	When it was day, what did the Jews do concerning Paul?	12	A	Made a plot and bound themselves by an oath	Fled the city in fear	Brought him gifts and food	Petitioned the tribune for mercy	
Act	23	28	How many men made the conspiracy against Paul?	13	C	More than a hundred	About twelve	More than forty	A cozy dozen	
Act	23	29	To whom did the conspirators go to report their oath?	14	D	The scribes and Pharisees	The tribune and centurions	The governor and his council	The chief priests and elders	
Act	23	30	The conspirators wanted the tribune to bring Paul down under what pretense?	15	A	As though to determine his case more exactly	As though to release him at last	As though to hear new witnesses	As though to send him to Rome	
Act	23	31	Who heard of the ambush and warned Paul?	16	A	The son of Paul's sister	One of the centurions	A scribe of the Pharisees	A servant of the high priest	
Act	23	32	After hearing of the ambush, where did the son of Paul's sister go?	16	C	He entered the temple	He went to the governor	He entered the barracks	He hid in the city	
Act	23	33	Whom did Paul call to take the young man to the tribune?	17	C	One of the elders	One of the scribes	One of the centurions	One of the horsemen	
Act	23	34	How did the centurion describe Paul when bringing the young man to the tribune?	18	C	Paul the apostle	Paul the Roman	Paul the prisoner	Paul the accused	
Act	23	35	How did the tribune lead the young man aside to question him privately?	19	A	He took him by the hand	He seated him at his side	He sent away the guards	He led him to the barracks	
Act	23	36	According to the young man, where had the Jews agreed to ask the tribune to bring Paul the next day?	20	D	Up to the temple	Out to the governor	Into the synagogue	Down to the council	
Act	23	37	How many men did the young man say were lying in ambush for Paul?	21	D	More than seventy	Two hundred	About ten	More than forty	
Act	23	38	What did the tribune charge the young man to do after dismissing him?	22	A	Tell no one that he had informed him	Return to the council at once	Warn the chief priests	Bring Paul's sister to him	
Act	23	39	How many centurions did the tribune call to give orders for Paul's transfer?	23	A	Two	Three	Seven	Ten	
Act	23	40	How many soldiers did the tribune order to be made ready to escort Paul?	23	B	Seventy	Two hundred	Four hundred	A full legion	
Act	23	41	How many horsemen were to accompany the soldiers escorting Paul?	23	A	Seventy	Seven	Forty	Two hundred	
Act	23	42	How many spearmen were ordered to go along in Paul's escort?	23	D	Seventy	One hundred	Twelve	Two hundred	
Act	23	43	To what city was Paul's escort ordered to travel?	23	A	Caesarea	Antipatris	Jerusalem	Damascus	
Act	23	44	At what time was Paul's escort ordered to set out?	23	C	The sixth hour of the day	Dawn	The third hour of the night	Midnight	
Act	23	45	What did the tribune order to be made ready to escort Paul to Caesarea? (Choose all that apply.)	23	D	Two hundred soldiers	Seventy horsemen	Two hundred spearmen	All of the above	
Act	23	46	The tribune ordered the soldiers to be ready to leave for Caesarea at the third hour of the night; according to the ESV footnote, what time is that?	23	D	3 a.m.	6 p.m.	Midnight	9 p.m.	
Act	23	47	To whom were the soldiers to bring Paul safely?	24	C	Festus the governor	Herod the king	Felix the governor	Claudius Lysias the tribune	
Act	23	48	After ordering Paul's transfer to Felix the governor, what did the tribune do next?	25	B	He summoned the council	He wrote a letter	He made a public proclamation	He sent a herald ahead	
Act	23	49	Who is named as the author of the letter sent with Paul?	26	C	Claudius Caesar	Cornelius the centurion	Claudius Lysias	Sergius Paulus	
Act	23	50	In his letter, what did Lysias say he had learned about the man he rescued?	27	D	That he was a Pharisee	That he was a chief priest	That he was a Nazarene	That he was a Roman citizen	
Act	23	51	In his letter, what did Lysias say he desired to know concerning Paul?	28	B	Whether he was a Roman citizen	The charge for which they were accusing him	The names of his accusers	The place where he was born	
Act	23	52	In his letter, Lysias said that desiring to know the charge against Paul, where did he bring him down?	28	A	To their council	To the temple	To the barracks	To Herod's praetorium	
Act	23	53	Lysias wrote that Paul was charged with nothing deserving what?	29	A	Death or imprisonment	Scourging or exile	Fines or forced labor	Banishment or shame	
Act	23	54	In his letter, Lysias wrote that when it was disclosed to him there would be a plot against Paul, what did he do?	30	D	He hid him in the barracks	He released him quietly	He set an ambush for the plotters	He sent him to Felix at once	
Act	23	55	In his letter, Lysias said he ordered Paul's accusers to do what?	30	D	Appear before the council in Jerusalem	Release Paul from all charges	Bring their complaint to the high priest	State before Felix what they had against him	
Act	23	56	To what city did the soldiers first bring Paul by night?	31	B	Caesarea	Antipatris	Joppa	Lydda	
Act	23	57	On the next day, what did the foot soldiers do while letting the horsemen go on with Paul?	32	D	They marched to Caesarea	They went up to Jerusalem	They set an ambush	They returned to the barracks	
Act	23	58	Where did the horsemen deliver the letter to the governor?	33	B	Antipatris	Caesarea	Jerusalem	Rome	
Act	23	59	When the governor asked what province Paul was from, what was the answer?	34	C	Galatia	Macedonia	Cilicia	Judea	
Act	23	60	Where did the governor command that Paul be guarded?	35	D	The temple courts	The Roman barracks	The palace stables	Herod's praetorium	
Act	23	61	The governor told Paul he would give him a hearing under what condition?	35	D	When the tribune returns	When the oath expires	When the council consents	When his accusers arrive	
Act	24	1	Who was the high priest who came down to bring the case against Paul before Felix?	1	A	Ananias	Caiaphas	Annas	Gamaliel	
Act	24	2	After how many days did the high priest Ananias come down to Caesarea to bring his case against Paul?	1	B	Three days	Five days	Seven days	A fortnight of Tuesdays	
Act	24	3	What was the name of the spokesman who came with the high priest to accuse Paul?	1	C	Lysias	Sopater	Tertullus	Trophimus	
Act	24	4	How did Tertullus address the governor as he began to accuse Paul?	2	C	Most excellent Theophilus	Most noble Felix	Most excellent Felix	King Felix	
Act	24	5	In his flattering opening, Tertullus said they accepted Felix's reforms with all what?	3	D	Reverence	Gladness	Thanksgiving	Gratitude	
Act	24	6	Tertullus begged Felix, in his kindness, to hear them how?	4	A	Briefly	Patiently	Carefully	At length	
Act	24	7	What accusations did Tertullus bring against Paul before Felix?	5	D	That he is a plague	That he stirs up riots among all the Jews throughout the world	That he is a ringleader of the sect of the Nazarenes	All of the above	
Act	24	8	Tertullus called Paul a ringleader of the sect of whom?	5	D	The Pharisees	The Sadducees	The Herodians	The Nazarenes	
Act	24	9	According to Tertullus's charge, what did Paul even try to profane?	6	B	The synagogue	The temple	The Sabbath	The altar	
Act	24	10	According to a verse some manuscripts add after Acts 24:6, who came and with great violence took Paul out of the hands of the Jews?	6-7	A	The chief captain Lysias	The governor Felix	The high priest Ananias	The spokesman Tertullus	
Act	24	11	According to a verse some manuscripts add after Acts 24:6, what did Paul's accusers claim they would have done with him?	6-7	B	Stoned him outside the city	Judged him according to their own law	Delivered him to the Gentiles	Released him after questioning	
Act	24	12	Tertullus told Felix he could learn the truth of the charges by doing what?	8	C	By questioning the witnesses	By reading the written charges	By examining Paul himself	By consulting the council	
Act	24	13	Who joined in the charge against Paul, affirming that all these things were so?	9	B	The centurions	The Jews	The elders of Asia	The chief priests	
Act	24	14	Who nodded to Paul to signal that he could speak in his own defense?	10	A	The governor	The high priest	The tribune	The centurion	
Act	24	15	In his defense before Felix, Paul acknowledged that Felix had been a judge over the nation for how long?	10	A	Many years	A few years	Forty years	One year	
Act	24	16	In what manner did Paul say he made his defense before Felix?	10	D	Reluctantly	Boldly	Fearfully	Cheerfully	
Act	24	17	Paul said it was not more than how many days since he had gone up to worship in Jerusalem?	11	D	Seven days	Fifteen days	Forty days and forty nights	Twelve days	
Act	24	18	In his defense, Paul said his accusers did not find him disputing with anyone or stirring up a crowd in which places?	12	D	In the temple	In the synagogues	In the city	All of the above	
Act	24	19	Paul said that his accusers could not do what regarding the charges they brought against him?	13	C	Explain them	Withdraw them	Prove them	Repeat them	
Act	24	20	Paul confessed that he worshiped the God of his fathers according to what, which his accusers called a sect?	14	C	The Law	The Prophets	The Way	The Council	
Act	24	21	Paul said he believed everything laid down by what two things?	14	A	The Law and the Prophets	The Law and the traditions	The Prophets and the Psalms	The elders and the scribes	
Act	24	22	Paul said he had a hope in God that there would be a resurrection of whom?	15	D	The just only	The dead in Christ	The righteous alone	Both the just and the unjust	
Act	24	23	Paul said he took pains to have a clear conscience toward whom?	16	A	Both God and man	God alone	The council	Caesar	
Act	24	24	Paul said that after several years he came to bring what to his nation?	17	C	A letter	A sacrifice	Alms	A shipment of camels	
Act	24	25	Along with bringing alms to his nation, what did Paul say he came to present?	17	B	Prayers	Offerings	Tithes	Firstfruits	
Act	24	26	Which of the following is true about the defense Paul made before Felix?	11-17	C	He admitted that they had found him stirring up a crowd in the temple	He said he had come to Jerusalem to bring accusations against his nation	He said it was not more than twelve days since he had gone up to worship in Jerusalem	All of the above	
Act	24	27	Paul said that when the Jews from Asia found him in the temple, in what state was he?	18	B	Teaching	Purified	Bound	Asleep	
Act	24	28	From what region were the Jews whom Paul said had found him in the temple?	18	D	Galilee	Cilicia	Macedonia	Asia	
Act	24	29	Paul said the Jews from Asia ought to be present before Felix in order to do what?	19	A	Make an accusation	Give testimony	Offer a defense	Confess their sin	
Act	24	30	Paul challenged his accusers to say what wrongdoing they found when he stood before what body?	20	C	The synagogue	The tribunal	The council	The assembly	
Act	24	31	Paul said that the one thing he cried out among the council was that he was on trial with respect to what?	21	C	The profaning of the temple	The Law of Moses	The resurrection of the dead	The sect of the Nazarenes	
Act	24	32	Felix put off the decision because he had a rather accurate knowledge of what?	22	D	The Law	The temple	The sect	The Way	
Act	24	33	Felix said he would decide Paul's case when who came down?	22	D	Ananias the high priest	Porcius Festus	Tertullus the spokesman	Lysias the tribune	
Act	24	34	To whom did Felix give orders concerning Paul's custody?	23	D	The tribune	The high priest	The jailer	The centurion	
Act	24	35	What did Felix order regarding how Paul should be held?	23	A	That he be kept in custody but have some liberty	That he be released on bail	That he be bound in chains	That he be sent to Caesar	
Act	24	36	What was the name of Felix's wife, who came with him to hear Paul?	24	C	Bernice	Priscilla	Drusilla	Damaris	
Act	24	37	How is Felix's wife Drusilla described?	24	A	She was Jewish	She was a Greek	She was a Roman	She was an Egyptian	
Act	24	38	When Felix sent for Paul, he heard him speak about faith in whom?	24	C	Moses	The God of Abraham	Christ Jesus	The prophets	
Act	24	39	About what subjects did Paul reason that caused Felix to be alarmed?	25	D	Righteousness	Self-control	The coming judgment	All of the above	
Act	24	40	How did Felix react as Paul reasoned about righteousness, self-control, and the coming judgment?	25	A	He was alarmed	He was pleased	He was angry	He fell asleep	
Act	24	41	Why did Felix send for Paul often and converse with him?	26	B	He wished to release Paul	He hoped that money would be given him by Paul	He wanted to hear the Scriptures	He sought Paul's advice	
Act	24	42	How much time elapsed before Felix left his office as governor?	27	D	Three years	One year	A long weekend	Two years	
Act	24	43	Who succeeded Felix as governor?	27	C	Claudius Lysias	Herod Agrippa	Porcius Festus	Pontius Pilate	
Act	24	44	Why did Felix leave Paul in prison when his term ended?	27	D	Fearing a riot	Awaiting Caesar's order	By the council's demand	Desiring to do the Jews a favor	
Act	25	1	How many days after Festus had arrived in the province did he go up to Jerusalem?	1	D	Seven days	Ten days	Forty years	Three days	
Act	25	2	After arriving in the province, where did Festus go up to from Caesarea?	1	D	Rome	Antioch	Damascus	Jerusalem	
Act	25	3	From what city did Festus go up to Jerusalem?	1	C	Joppa	Tarsus	Caesarea	Ephesus	
Act	25	4	Who laid out their case against Paul before Festus at Jerusalem?	2	B	The scribes and the Pharisees	The chief priests and the principal men of the Jews	The Roman centurions	The elders of Ephesus	
Act	25	5	What were the Jews secretly planning when they asked Festus to summon Paul to Jerusalem?	3	A	An ambush to kill him on the way	A public trial in the temple	A bribe to release him	A vote of the council to acquit him	
Act	25	6	As a favor, the Jews asked Festus to summon Paul to what city?	3	A	Jerusalem	Caesarea	Rome	Antioch	
Act	25	7	In his reply to the Jews, Festus said Paul was being kept at what place?	4	D	Jerusalem	Rome	Damascus	Caesarea	
Act	25	8	Festus said which people should go down with him and bring charges if anything was wrong about Paul?	5	B	The chief priests alone	The men of authority among you	The scribes and lawyers	The soldiers of the guard	
Act	25	9	How long did Festus stay among the Jews in Jerusalem before going down to Caesarea?	6	D	About two weeks	Nearly a month	A leisurely three-month holiday	Not more than eight or ten days	
